County, FIPS,Value (Dollars),Rank within US (of 3141 counties)
"Lincoln County, South Dakota",46083,85365,142
"Prince Georges County, Maryland",24033,85445,141
"Warren County, New Jersey",34041,85568,140
"Livingston County, Michigan",26093,85692,139
"Richmond County, New York",36085,85788,138
"New Kent County, Virginia",51127,85798,137
"St. Charles County, Missouri",29183,85806,136
"Geauga County, Ohio",39055,85884,135
"Hillsborough County, New Hampshire",33011,85966,134
"Summit County, Colorado",8117,85981,133
"Orange County, California",6059,86003,132
"Olmsted County, Minnesota",27109,86116,131
"Honolulu County, Hawaii",15003,86366,130
"Clear Creek County, Colorado",8019,86563,129
"Jefferson County, Colorado",8059,86565,128
"Ventura County, California",6111,86766,127
"Essex County, Massachusetts",25009,86793,126
"Stark County, North Dakota",38089,86799,125
"Orange County, North Carolina",37135,86910,124
"El Dorado County, California",6017,86967,123
"Sitka Borough, Alaska",2220,86996,122
"Sublette County, Wyoming",56035,87182,121
"Oakland County, Michigan",26125,87216,120
"Hennepin County, Minnesota",27053,87230,119
"Powhatan County, Virginia",51145,87233,118
"Washtenaw County, Michigan",26161,87331,117
"Chittenden County, Vermont",50007,87437,116
"Saratoga County, New York",36091,87551,115
"Spotsylvania County, Virginia",51177,87569,114
"Campbell County, Wyoming",56005,87858,113
"Will County, Illinois",17197,87950,112
"Dukes County, Massachusetts",25007,87986,111
"Kendall County, Texas",48259,88609,110
"Warren County, Ohio",39165,88824,109
"New York County, New York",36061,89291,108
"Albemarle County, Virginia",51003,89456,107
"Dutchess County, New York",36027,89486,106
"Aleutians West Census Area, Alaska",2016,89500,105
"Placer County, California",6061,89611,104
"Litchfield County, Connecticut",9005,89735,103
"McHenry County, Illinois",17111,89768,102
"Bristol Bay Borough, Alaska",2060,90000,100
"Morgan County, Utah",49029,90000,100
"Valdez-Cordova Census Area, Alaska",2261,90139,99
"King George County, Virginia",51099,90363,98
"Clarke County, Virginia",51043,90862,97
"James City County, Virginia",51095,90901,96
"Fayette County, Georgia",13113,91077,95
"Newport County, Rhode Island",44005,91137,94
"Denton County, Texas",48121,91186,93
"Dakota County, Minnesota",27037,91222,92
"McKenzie County, North Dakota",38053,91292,91
"Gloucester County, New Jersey",34015,91552,90
"Kendall County, Illinois",17093,91612,89
"Anchorage Borough, Alaska",2020,91622,88
"Hanover County, Virginia",51085,91663,87
"Plymouth County, Massachusetts",25023,91720,86
"Washington County, Rhode Island",44009,91770,85
"Goochland County, Virginia",51075,91806,84
"Alameda County, California",6001,92328,83
"Dallas County, Iowa",19049,92428,82
"Harford County, Maryland",24025,93217,81
"Teton County, Wyoming",56039,93443,80
"Ozaukee County, Wisconsin",55089,93461,79
"Lake County, Illinois",17097,93668,78
"Middlesex County, New Jersey",34023,93800,77
"Williams County, North Dakota",38105,93834,76
"York County, Virginia",51199,94141,75
"Billings County, North Dakota",38007,94583,74
"Waukesha County, Wisconsin",55133,94831,73
"Johnson County, Kansas",20091,94850,72
"Burlington County, New Jersey",34005,94884,71
"Mercer County, New Jersey",34021,94908,70
"Bucks County, Pennsylvania",42017,94953,69
"Eureka County, Nevada",32011,95000,68
"Bristol County, Rhode Island",44001,95291,67
"Contra Costa County, California",6013,95824,66
"Rockwall County, Texas",48397,96065,65
"Rockingham County, New Hampshire",33015,96200,64
"San Francisco County, California",6075,96336,63
"Oldham County, Kentucky",21185,96364,62
"Elbert County, Colorado",8039,96535,61
"DuPage County, Illinois",17043,96751,60
"King County, Washington",53033,96853,59
"Boulder County, Colorado",8013,96926,58
"Washington County, Minnesota",27163,97550,57
"Denali, Alaska",2068,97679,56
"Poquoson City, Virginia",51735,97684,55
"Broomfield County, Colorado",8014,97886,54
"Tolland County, Connecticut",9013,98025,53
"Frederick County, Maryland",24021,98064,52
"St. Marys County, Maryland",24037,98260,51
"Rockland County, New York",36087,98801,50
"Fort Bend County, Texas",48157,99214,49
"Juneau Borough, Alaska",2110,99526,48
"Scott County, Minnesota",27139,100000,47
"Montgomery County, Pennsylvania",42091,100138,46
"Sussex County, New Jersey",34037,100186,45
"Queen Annes County, Maryland",24035,100577,44
"Collin County, Texas",48085,100839,43
"Forsyth County, Georgia",13117,101155,42
"Carroll County, Maryland",24013,101208,41
"Summit County, Utah",49043,101659,40
"Carver County, Minnesota",27019,101963,39
"Middlesex County, Connecticut",9007,101995,38
"Pitkin County, Colorado",8097,102399,37
"Charles County, Maryland",24017,102498,36
"Suffolk County, New York",36103,102582,35
"Anne Arundel County, Maryland",24003,102606,34
"Hamilton County, Indiana",18057,103322,33
"Bergen County, New Jersey",34003,104286,32
"Chester County, Pennsylvania",42029,105571,31
"Fairfield County, Connecticut",9001,105628,30
"Fauquier County, Virginia",51061,106597,29
"Delaware County, Ohio",39041,106782,28
"Monmouth County, New Jersey",34025,106925,27
"Stafford County, Virginia",51179,107143,26
"Prince William County, Virginia",51153,107304,25
"Middlesex County, Massachusetts",25017,107772,24
"Westchester County, New York",36119,108108,23
"Santa Clara County, California",6085,108637,22
"Williamson County, Tennessee",47187,108990,21
"Nantucket County, Massachusetts",25019,108996,20
"Alexandria City, Virginia",51510,109075,19
"Calvert County, Maryland",24009,109288,18
"San Mateo County, California",6081,109722,17
"Putnam County, New York",36079,111425,16
"Norfolk County, Massachusetts",25021,112605,15
"Nassau County, New York",36059,114662,14
"Douglas County, Colorado",8035,115309,13
"Montgomery County, Maryland",24031,117798,12
"Somerset County, New Jersey",34035,119158,11
"Morris County, New Jersey",34027,120114,10
"Marin County, California",6041,121130,9
"Los Alamos County, New Mexico",35028,123646,8
"Fairfax City, Virginia",51600,124547,7
"Hunterdon County, New Jersey",34019,125993,6
"Howard County, Maryland",24027,128504,5
"Fairfax County, Virginia",51059,129805,4
"Loudoun County, Virginia",51107,137534,3
"Arlington County, Virginia",51013,140838,2
"Falls Church City, Virginia",51610,165430,1
"Prince of Wales-Outer Ketchikan, Alaska",2201,data not available,N/A
"Skagway Hoonah Angoon Census Area, Alaska",2232,data not available,N/A
"Wrangell-Petersburg Census Area, Alaska",2280,data not available,N/A
