"Notes"	"County"	"County Code"	Avg Daily Sunlight (KJ/m²)	# of Observations for Daily Sunlight
	"Armstrong County, PA"	"42005"	13919.49	180795
	"Beaver County, PA"	"42007"	14025.88	96424
	"Bedford County, PA"	"42009"	14434.89	180795
	"Berks County, PA"	"42011"	14729.53	192848
	"Blair County, PA"	"42013"	14169.01	108477
	"Bradford County, PA"	"42015"	13867.88	241060
	"Bucks County, PA"	"42017"	14880.81	132583
	"Butler County, PA"	"42019"	14022.96	144636
	"Cambria County, PA"	"42021"	13984.29	168742
	"Cameron County, PA"	"42023"	13647.01	84371
	"Carbon County, PA"	"42025"	14369.35	72318
	"Centre County, PA"	"42027"	13978.29	229007
	"Chester County, PA"	"42029"	14985.35	156689
	"Clarion County, PA"	"42031"	13761.32	108477
	"Clearfield County, PA"	"42033"	13877.14	216954
	"Clinton County, PA"	"42035"	13899.53	204901
	"Columbia County, PA"	"42037"	14145.26	84371
	"Crawford County, PA"	"42039"	13803.69	229007
	"Cumberland County, PA"	"42041"	14704.35	120530
	"Dauphin County, PA"	"42043"	14586.08	120530
	"Delaware County, PA"	"42045"	15045.65	36159
	"Elk County, PA"	"42047"	13604.65	192848
	"Erie County, PA"	"42049"	14146.23	168742
	"Fayette County, PA"	"42051"	13945.80	156689
	"Forest County, PA"	"42053"	13600.98	84371
	"Franklin County, PA"	"42055"	14704.26	144636
	"Fulton County, PA"	"42057"	14587.46	96424
	"Greene County, PA"	"42059"	14194.03	108477
	"Huntingdon County, PA"	"42061"	14223.91	192848
	"Indiana County, PA"	"42063"	13833.32	156689
	"Jefferson County, PA"	"42065"	13771.78	180795
	"Juniata County, PA"	"42067"	14414.80	60265
	"Lackawanna County, PA"	"42069"	14137.03	84371
	"Lancaster County, PA"	"42071"	14906.61	204901
	"Lawrence County, PA"	"42073"	14003.80	72318
	"Lebanon County, PA"	"42075"	14732.98	72318
	"Lehigh County, PA"	"42077"	14673.16	72318
	"Luzerne County, PA"	"42079"	14100.99	204901
	"Lycoming County, PA"	"42081"	13912.29	265166
	"Mc Kean County, PA"	"42083"	13526.67	204901
	"Mercer County, PA"	"42085"	13908.73	144636
	"Mifflin County, PA"	"42087"	14254.43	108477
	"Monroe County, PA"	"42089"	14403.42	144636
	"Montgomery County, PA"	"42091"	14876.46	72318
	"Montour County, PA"	"42093"	14163.81	24106
	"Northampton County, PA"	"42095"	14608.25	84371
	"Northumberland County, PA"	"42097"	14215.76	108477
	"Perry County, PA"	"42099"	14515.15	132583
	"Philadelphia County, PA"	"42101"	14981.08	36159
	"Pike County, PA"	"42103"	14400.94	132583
	"Potter County, PA"	"42105"	13690.31	229007
	"Schuylkill County, PA"	"42107"	14435.60	156689
	"Snyder County, PA"	"42109"	14258.33	84371
	"Somerset County, PA"	"42111"	14286.55	216954
	"Sullivan County, PA"	"42113"	13816.38	96424
	"Susquehanna County, PA"	"42115"	13912.54	180795
	"Tioga County, PA"	"42117"	13809.67	277219
	"Union County, PA"	"42119"	14187.36	60265
	"Venango County, PA"	"42121"	13750.59	156689
	"Warren County, PA"	"42123"	13545.60	192848
	"Washington County, PA"	"42125"	14193.19	168742
	"Wayne County, PA"	"42127"	14174.46	180795
	"Westmoreland County, PA"	"42129"	13931.38	216954
	"Wyoming County, PA"	"42131"	13963.91	84371
	"York County, PA"	"42133"	14845.86	168742
	"Bristol County, RI"	"44001"	14907.31	12053
	"Kent County, RI"	"44003"	15000.41	36159
	"Newport County, RI"	"44005"	15529.23	12053
	"Providence County, RI"	"44007"	14671.75	72318
	"Washington County, RI"	"44009"	15450.65	60265
	"Abbeville County, SC"	"45001"	17119.58	108477
	"Aiken County, SC"	"45003"	17335.36	216954
	"Allendale County, SC"	"45005"	17562.62	84371
	"Anderson County, SC"	"45007"	17014.20	132583
	"Bamberg County, SC"	"45009"	17553.29	84371
	"Barnwell County, SC"	"45011"	17483.33	96424
	"Beaufort County, SC"	"45013"	18663.29	108477
	"Berkeley County, SC"	"45015"	17832.17	241060
	"Calhoun County, SC"	"45017"	17451.76	72318
	"Charleston County, SC"	"45019"	18696.44	168742
	"Cherokee County, SC"	"45021"	16900.79	60265
	"Chester County, SC"	"45023"	17058.44	168742
	"Chesterfield County, SC"	"45025"	16893.39	168742
	"Clarendon County, SC"	"45027"	17411.30	120530
	"Colleton County, SC"	"45029"	17875.26	204901
	"Darlington County, SC"	"45031"	16998.08	108477
	"Dillon County, SC"	"45033"	16883.18	84371
	"Dorchester County, SC"	"45035"	17582.56	108477
	"Edgefield County, SC"	"45037"	17208.37	96424
	"Fairfield County, SC"	"45039"	17246.55	120530
	"Florence County, SC"	"45041"	17155.38	168742
	"Georgetown County, SC"	"45043"	17992.34	168742
	"Greenville County, SC"	"45045"	16927.80	156689
	"Greenwood County, SC"	"45047"	17190.74	108477
	"Hampton County, SC"	"45049"	17655.54	96424
	"Horry County, SC"	"45051"	17818.97	216954
	"Jasper County, SC"	"45053"	18031.97	120530
	"Kershaw County, SC"	"45055"	17122.43	132583
	"Lancaster County, SC"	"45057"	16999.49	120530
	"Laurens County, SC"	"45059"	17111.75	132583
	"Lee County, SC"	"45061"	17132.68	84371
	"Lexington County, SC"	"45063"	17235.19	144636
	"McCormick County, SC"	"45065"	17283.35	72318
	"Marion County, SC"	"45067"	17064.31	96424
	"Marlboro County, SC"	"45069"	16853.54	96424
	"Newberry County, SC"	"45071"	17297.73	132583
	"Oconee County, SC"	"45073"	16941.36	132583
	"Orangeburg County, SC"	"45075"	17483.97	229007
	"Pickens County, SC"	"45077"	16879.58	96424
	"Richland County, SC"	"45079"	17280.37	144636
	"Saluda County, SC"	"45081"	17221.69	72318
	"Spartanburg County, SC"	"45083"	16918.51	168742
	"Sumter County, SC"	"45085"	17265.50	144636
	"Union County, SC"	"45087"	17059.57	96424
	"Williamsburg County, SC"	"45089"	17337.28	168742
	"York County, SC"	"45091"	16867.37	108477
	"Aurora County, SD"	"46003"	15071.87	108477
	"Beadle County, SD"	"46005"	15009.91	253113
	"Bennett County, SD"	"46007"	15639.66	253113
	"Bon Homme County, SD"	"46009"	15049.02	120530
	"Brookings County, SD"	"46011"	14602.90	120530
	"Brown County, SD"	"46013"	14719.72	373643
	"Brule County, SD"	"46015"	15102.38	192848
	"Buffalo County, SD"	"46017"	15078.89	180795
	"Butte County, SD"	"46019"	15252.31	482120
	"Campbell County, SD"	"46021"	14808.08	180795
	"Charles Mix County, SD"	"46023"	15123.82	229007
	"Clark County, SD"	"46025"	14889.56	229007
	"Clay County, SD"	"46027"	14849.20	108477
	"Codington County, SD"	"46029"	14718.98	180795
	"Corson County, SD"	"46031"	14915.32	614703
	"Custer County, SD"	"46033"	15476.81	325431
	"Davison County, SD"	"46035"	15050.96	108477
	"Day County, SD"	"46037"	14768.21	277219
	"Deuel County, SD"	"46039"	14580.32	144636
	"Dewey County, SD"	"46041"	15072.73	566491
	"Douglas County, SD"	"46043"	15083.29	96424
	"Edmunds County, SD"	"46045"	14842.70	289272
	"Fall River County, SD"	"46047"	15901.21	385696
	"Faulk County, SD"	"46049"	14933.29	253113
	"Grant County, SD"	"46051"	14579.73	156689
	"Gregory County, SD"	"46053"	15151.22	241060
	"Haakon County, SD"	"46055"	15291.17	421855
	"Hamlin County, SD"	"46057"	14766.36	120530
	"Hand County, SD"	"46059"	15018.61	277219
	"Hanson County, SD"	"46061"	15029.76	108477
	"Harding County, SD"	"46063"	15056.15	578544
	"Hughes County, SD"	"46065"	15136.99	132583
	"Hutchinson County, SD"	"46067"	14998.87	216954
	"Hyde County, SD"	"46069"	15039.69	144636
	"Jackson County, SD"	"46071"	15347.02	421855
	"Jerauld County, SD"	"46073"	15026.95	144636
	"Jones County, SD"	"46075"	15276.69	180795
	"Kingsbury County, SD"	"46077"	14899.37	144636
	"Lake County, SD"	"46079"	14791.68	144636
	"Lawrence County, SD"	"46081"	15401.15	156689
	"Lincoln County, SD"	"46083"	14784.27	96424
	"Lyman County, SD"	"46085"	15125.05	373643
	"McCook County, SD"	"46087"	14925.11	144636
	"McPherson County, SD"	"46089"	14793.60	289272
	"Marshall County, SD"	"46091"	14573.86	156689
	"Meade County, SD"	"46093"	15288.51	819604
	"Mellette County, SD"	"46095"	15264.87	313378
	"Miner County, SD"	"46097"	14940.07	144636
	"Minnehaha County, SD"	"46099"	14772.59	180795
	"Moody County, SD"	"46101"	14635.57	108477
	"Pennington County, SD"	"46103"	15365.44	614703
	"Perkins County, SD"	"46105"	15071.86	771392
	"Potter County, SD"	"46107"	14991.44	204901
	"Roberts County, SD"	"46109"	14482.19	216954
	"Sanborn County, SD"	"46111"	15037.03	144636
	"Shannon County, SD"	"46113"	15680.32	421855
	"Spink County, SD"	"46115"	14904.73	361590
	"Stanley County, SD"	"46117"	15213.13	349537
	"Sully County, SD"	"46119"	15083.76	277219
	"Todd County, SD"	"46121"	15440.02	289272
	"Tripp County, SD"	"46123"	15180.42	409802
	"Turner County, SD"	"46125"	14839.52	144636
	"Union County, SD"	"46127"	14819.91	84371
	"Walworth County, SD"	"46129"	14881.41	192848
	"Yankton County, SD"	"46135"	14945.92	108477
	"Ziebach County, SD"	"46137"	15146.02	458014
	"Anderson County, TN"	"47001"	15766.08	60265
	"Bedford County, TN"	"47003"	15851.13	84371
	"Benton County, TN"	"47005"	15913.35	96424
	"Bledsoe County, TN"	"47007"	15869.19	72318
	"Blount County, TN"	"47009"	15527.87	120530
	"Bradley County, TN"	"47011"	16009.93	60265
	"Campbell County, TN"	"47013"	15557.51	108477
	"Cannon County, TN"	"47015"	15655.63	48212
	"Carroll County, TN"	"47017"	15967.40	108477
	"Carter County, TN"	"47019"	15174.86	72318
	"Cheatham County, TN"	"47021"	15781.99	60265
	"Chester County, TN"	"47023"	16120.55	48212
	"Claiborne County, TN"	"47025"	15576.87	108477
	"Clay County, TN"	"47027"	15455.48	48212
	"Cocke County, TN"	"47029"	15628.01	84371
	"Coffee County, TN"	"47031"	15700.98	96424
	"Crockett County, TN"	"47033"	16065.63	72318
	"Cumberland County, TN"	"47035"	15612.51	132583
	"Davidson County, TN"	"47037"	15731.04	120530
	"Decatur County, TN"	"47039"	16044.33	72318
	"DeKalb County, TN"	"47041"	15573.17	72318
	"Dickson County, TN"	"47043"	15844.25	108477
	"Dyer County, TN"	"47045"	16051.16	108477
	"Fayette County, TN"	"47047"	16280.68	108477
	"Fentress County, TN"	"47049"	15363.18	108477
	"Franklin County, TN"	"47051"	15832.63	96424
	"Gibson County, TN"	"47053"	15991.75	108477
	"Giles County, TN"	"47055"	16002.85	132583
	"Grainger County, TN"	"47057"	15818.79	60265
	"Greene County, TN"	"47059"	15463.18	132583
	"Grundy County, TN"	"47061"	15704.41	60265
	"Hamblen County, TN"	"47063"	15843.43	36159
	"Hamilton County, TN"	"47065"	16104.91	108477
	"Hancock County, TN"	"47067"	15634.41	60265
	"Hardeman County, TN"	"47069"	16244.62	144636
	"Hardin County, TN"	"47071"	16172.11	108477
	"Hawkins County, TN"	"47073"	15690.19	96424
	"Haywood County, TN"	"47075"	16199.28	108477
	"Henderson County, TN"	"47077"	16055.14	132583
	"Henry County, TN"	"47079"	15904.76	120530
	"Hickman County, TN"	"47081"	15862.09	132583
	"Houston County, TN"	"47083"	15795.86	48212
	"Humphreys County, TN"	"47085"	15855.40	96424
	"Jackson County, TN"	"47087"	15474.90	72318
	"Jefferson County, TN"	"47089"	15761.97	60265
	"Johnson County, TN"	"47091"	15211.41	60265
	"Knox County, TN"	"47093"	15919.11	96424
	"Lake County, TN"	"47095"	16028.21	48212
	"Lauderdale County, TN"	"47097"	16149.98	96424
	"Lawrence County, TN"	"47099"	16047.20	132583
	"Lewis County, TN"	"47101"	15919.00	36159
	"Lincoln County, TN"	"47103"	15946.02	120530
	"Loudon County, TN"	"47105"	15934.93	60265
	"McMinn County, TN"	"47107"	15932.74	84371
	"McNairy County, TN"	"47109"	16265.48	108477
	"Macon County, TN"	"47111"	15548.75	72318
	"Madison County, TN"	"47113"	16122.60	120530
	"Marion County, TN"	"47115"	15983.98	108477
	"Marshall County, TN"	"47117"	15887.13	96424
	"Maury County, TN"	"47119"	15890.69	108477
	"Meigs County, TN"	"47121"	16026.16	48212
	"Monroe County, TN"	"47123"	15669.48	120530
	"Montgomery County, TN"	"47125"	15722.59	96424
	"Moore County, TN"	"47127"	15893.77	36159
	"Morgan County, TN"	"47129"	15533.83	96424
	"Obion County, TN"	"47131"	15915.31	96424
	"Overton County, TN"	"47133"	15386.56	84371
	"Perry County, TN"	"47135"	15963.19	84371
	"Pickett County, TN"	"47137"	15268.60	36159
	"Polk County, TN"	"47139"	16018.83	84371
	"Putnam County, TN"	"47141"	15413.34	60265
	"Rhea County, TN"	"47143"	15949.03	72318
	"Roane County, TN"	"47145"	15947.70	84371
	"Robertson County, TN"	"47147"	15673.29	96424
	"Rutherford County, TN"	"47149"	15695.91	120530
	"Scott County, TN"	"47151"	15264.79	120530
	"Sequatchie County, TN"	"47153"	15855.13	48212
	"Sevier County, TN"	"47155"	15484.74	120530
	"Shelby County, TN"	"47157"	16290.12	144636
	"Smith County, TN"	"47159"	15582.76	60265
	"Stewart County, TN"	"47161"	15760.84	72318
	"Sullivan County, TN"	"47163"	15329.49	120530
	"Sumner County, TN"	"47165"	15587.39	84371
	"Tipton County, TN"	"47167"	16212.19	84371
	"Trousdale County, TN"	"47169"	15563.73	12053
	"Unicoi County, TN"	"47171"	15415.81	36159
	"Union County, TN"	"47173"	15813.93	60265
	"Van Buren County, TN"	"47175"	15552.82	60265
	"Warren County, TN"	"47177"	15620.19	96424
	"Washington County, TN"	"47179"	15258.55	60265
	"Wayne County, TN"	"47181"	16065.96	144636
	"Weakley County, TN"	"47183"	15879.00	108477
	"White County, TN"	"47185"	15471.72	72318
	"Williamson County, TN"	"47187"	15767.99	108477
	"Wilson County, TN"	"47189"	15618.01	120530
	"Anderson County, TX"	"48001"	17303.44	216954
	"Andrews County, TX"	"48003"	19401.59	216954
	"Angelina County, TX"	"48005"	17485.54	168742
	"Aransas County, TX"	"48007"	19228.49	12053
	"Archer County, TX"	"48009"	18000.57	241060
	"Armstrong County, TX"	"48011"	18391.89	144636
	"Atascosa County, TX"	"48013"	18200.60	204901
	"Austin County, TX"	"48015"	17553.99	108477
	"Bailey County, TX"	"48017"	19041.63	108477
	"Bandera County, TX"	"48019"	17734.55	132583
	"Bastrop County, TX"	"48021"	17664.72	168742
	"Baylor County, TX"	"48023"	18164.73	192848
	"Bee County, TX"	"48025"	18006.00	168742
	"Bell County, TX"	"48027"	17709.65	216954
	"Bexar County, TX"	"48029"	17819.44	216954
	"Blanco County, TX"	"48031"	17835.92	144636
	"Borden County, TX"	"48033"	18988.62	229007
	"Bosque County, TX"	"48035"	17683.66	180795
	"Bowie County, TX"	"48037"	16876.50	216954
	"Brazoria County, TX"	"48039"	18294.13	229007
	"Brazos County, TX"	"48041"	17497.91	120530
	"Brewster County, TX"	"48043"	20332.43	1120929
	"Briscoe County, TX"	"48045"	18461.38	192848
	"Brooks County, TX"	"48047"	18592.92	168742
	"Brown County, TX"	"48049"	18197.06	204901
	"Burleson County, TX"	"48051"	17631.33	132583
	"Burnet County, TX"	"48053"	17894.67	144636
	"Caldwell County, TX"	"48055"	17681.31	108477
	"Calhoun County, TX"	"48057"	18761.18	120530
	"Callahan County, TX"	"48059"	18280.77	144636
	"Cameron County, TX"	"48061"	18922.45	192848
	"Camp County, TX"	"48063"	17095.18	60265
	"Carson County, TX"	"48065"	18294.26	192848
	"Cass County, TX"	"48067"	16987.33	180795
	"Castro County, TX"	"48069"	18887.60	192848
	"Chambers County, TX"	"48071"	18027.13	96424
	"Cherokee County, TX"	"48073"	17242.26	156689
	"Childress County, TX"	"48075"	18147.20	108477
	"Clay County, TX"	"48077"	17805.58	168742
	"Cochran County, TX"	"48079"	19236.66	144636
	"Coke County, TX"	"48081"	18791.02	180795
	"Coleman County, TX"	"48083"	18413.95	253113
	"Collin County, TX"	"48085"	17264.82	180795
	"Collingsworth County, TX"	"48087"	18038.63	144636
	"Colorado County, TX"	"48089"	17578.63	192848
	"Comal County, TX"	"48091"	17685.35	108477
	"Comanche County, TX"	"48093"	18020.85	180795
	"Concho County, TX"	"48095"	18613.29	180795
	"Cooke County, TX"	"48097"	17386.59	216954
	"Coryell County, TX"	"48099"	17761.09	192848
	"Cottle County, TX"	"48101"	18335.48	192848
	"Crane County, TX"	"48103"	19361.81	144636
	"Crockett County, TX"	"48105"	19024.72	578544
	"Crosby County, TX"	"48107"	18817.00	241060
	"Culberson County, TX"	"48109"	19634.88	687021
	"Dallam County, TX"	"48111"	18558.00	337484
	"Dallas County, TX"	"48113"	17358.81	192848
	"Dawson County, TX"	"48115"	19126.93	204901
	"Deaf Smith County, TX"	"48117"	18709.47	253113
	"Delta County, TX"	"48119"	16995.26	60265
	"Denton County, TX"	"48121"	17436.85	144636
	"DeWitt County, TX"	"48123"	17694.07	192848
	"Dickens County, TX"	"48125"	18628.30	192848
	"Dimmit County, TX"	"48127"	18739.89	216954
	"Donley County, TX"	"48129"	18216.92	180795
	"Duval County, TX"	"48131"	18503.83	265166
	"Eastland County, TX"	"48133"	18105.33	156689
	"Ector County, TX"	"48135"	19373.24	192848
	"Edwards County, TX"	"48137"	18365.14	385696
	"Ellis County, TX"	"48139"	17462.12	156689
	"El Paso County, TX"	"48141"	20022.71	192848
	"Erath County, TX"	"48143"	17911.08	216954
	"Falls County, TX"	"48145"	17578.22	156689
	"Fannin County, TX"	"48147"	17024.31	168742
	"Fayette County, TX"	"48149"	17593.43	168742
	"Fisher County, TX"	"48151"	18658.46	192848
	"Floyd County, TX"	"48153"	18707.89	156689
	"Foard County, TX"	"48155"	18219.88	108477
	"Fort Bend County, TX"	"48157"	17542.57	168742
	"Franklin County, TX"	"48159"	17016.77	36159
	"Freestone County, TX"	"48161"	17421.55	180795
	"Frio County, TX"	"48163"	18258.77	241060
	"Gaines County, TX"	"48165"	19316.45	289272
	"Galveston County, TX"	"48167"	18608.67	84371
	"Garza County, TX"	"48169"	18849.10	144636
	"Gillespie County, TX"	"48171"	18039.22	180795
	"Glasscock County, TX"	"48173"	19162.43	192848
	"Goliad County, TX"	"48175"	17792.65	180795
	"Gonzales County, TX"	"48177"	17773.68	192848
	"Gray County, TX"	"48179"	18112.78	241060
	"Grayson County, TX"	"48181"	17187.36	204901
	"Gregg County, TX"	"48183"	17179.19	36159
	"Grimes County, TX"	"48185"	17454.62	144636
	"Guadalupe County, TX"	"48187"	17790.94	132583
	"Hale County, TX"	"48189"	18912.02	168742
	"Hall County, TX"	"48191"	18255.36	180795
	"Hamilton County, TX"	"48193"	17882.47	156689
	"Hansford County, TX"	"48195"	18217.17	192848
	"Hardeman County, TX"	"48197"	18126.09	132583
	"Hardin County, TX"	"48199"	17208.90	156689
	"Harris County, TX"	"48201"	17466.54	337484
	"Harrison County, TX"	"48203"	17105.65	216954
	"Hartley County, TX"	"48205"	18639.23	253113
	"Haskell County, TX"	"48207"	18419.12	144636
	"Hays County, TX"	"48209"	17682.53	108477
	"Hemphill County, TX"	"48211"	17801.38	144636
	"Henderson County, TX"	"48213"	17328.26	180795
	"Hidalgo County, TX"	"48215"	18781.09	301325
	"Hill County, TX"	"48217"	17567.22	204901
	"Hockley County, TX"	"48219"	19137.95	192848
	"Hood County, TX"	"48221"	17733.85	60265
	"Hopkins County, TX"	"48223"	17076.58	156689
	"Houston County, TX"	"48225"	17362.31	229007
	"Howard County, TX"	"48227"	19057.02	180795
	"Hudspeth County, TX"	"48229"	19938.96	903975
	"Hunt County, TX"	"48231"	17169.43	132583
	"Hutchinson County, TX"	"48233"	18247.20	144636
	"Irion County, TX"	"48235"	18981.63	144636
	"Jack County, TX"	"48237"	17852.80	180795
	"Jackson County, TX"	"48239"	17780.58	144636
	"Jasper County, TX"	"48241"	17297.96	204901
	"Jeff Davis County, TX"	"48243"	19753.55	421855
	"Jefferson County, TX"	"48245"	18088.69	192848
	"Jim Hogg County, TX"	"48247"	18844.38	241060
	"Jim Wells County, TX"	"48249"	18435.97	132583
	"Johnson County, TX"	"48251"	17574.95	108477
	"Jones County, TX"	"48253"	18495.07	192848
	"Karnes County, TX"	"48255"	17963.26	120530
	"Kaufman County, TX"	"48257"	17344.68	144636
	"Kendall County, TX"	"48259"	17728.68	108477
	"Kenedy County, TX"	"48261"	18804.67	229007
	"Kent County, TX"	"48263"	18741.50	144636
	"Kerr County, TX"	"48265"	17927.56	229007
	"Kimble County, TX"	"48267"	18434.23	289272
	"King County, TX"	"48269"	18495.72	192848
	"Kinney County, TX"	"48271"	18250.59	241060
	"Kleberg County, TX"	"48273"	18960.70	132583
	"Knox County, TX"	"48275"	18309.30	180795
	"Lamar County, TX"	"48277"	16863.14	204901
	"Lamb County, TX"	"48279"	18986.62	144636
	"Lampasas County, TX"	"48281"	17923.43	144636
	"La Salle County, TX"	"48283"	18625.56	301325
	"Lavaca County, TX"	"48285"	17578.47	180795
	"Lee County, TX"	"48287"	17658.50	120530
	"Leon County, TX"	"48289"	17418.65	192848
	"Liberty County, TX"	"48291"	17347.69	216954
	"Limestone County, TX"	"48293"	17501.03	180795
	"Lipscomb County, TX"	"48295"	17738.92	192848
	"Live Oak County, TX"	"48297"	18192.00	241060
	"Llano County, TX"	"48299"	18098.59	180795
	"Loving County, TX"	"48301"	19744.51	108477
	"Lubbock County, TX"	"48303"	18999.60	192848
	"Lynn County, TX"	"48305"	18993.66	180795
	"McCulloch County, TX"	"48307"	18462.07	180795
	"McLennan County, TX"	"48309"	17599.00	192848
	"McMullen County, TX"	"48311"	18388.03	180795
	"Madison County, TX"	"48313"	17427.53	108477
	"Marion County, TX"	"48315"	17107.68	72318
	"Martin County, TX"	"48317"	19173.77	144636
	"Mason County, TX"	"48319"	18300.62	180795
	"Matagorda County, TX"	"48321"	18906.95	216954
	"Maverick County, TX"	"48323"	18625.24	229007
	"Medina County, TX"	"48325"	17895.93	253113
	"Menard County, TX"	"48327"	18598.31	168742
	"Midland County, TX"	"48329"	19177.73	192848
	"Milam County, TX"	"48331"	17674.66	204901
	"Mills County, TX"	"48333"	18110.85	156689
	"Mitchell County, TX"	"48335"	18935.99	144636
	"Montague County, TX"	"48337"	17606.06	204901
	"Montgomery County, TX"	"48339"	17364.07	192848
	"Moore County, TX"	"48341"	18395.69	144636
	"Morris County, TX"	"48343"	17002.27	84371
	"Motley County, TX"	"48345"	18472.27	192848
	"Nacogdoches County, TX"	"48347"	17240.61	204901
	"Navarro County, TX"	"48349"	17485.25	204901
	"Newton County, TX"	"48351"	17319.40	156689
	"Nolan County, TX"	"48353"	18712.30	144636
	"Nueces County, TX"	"48355"	18773.92	192848
	"Ochiltree County, TX"	"48357"	17972.56	241060
	"Oldham County, TX"	"48359"	18641.42	337484
	"Orange County, TX"	"48361"	17491.47	60265
	"Palo Pinto County, TX"	"48363"	17927.54	241060
	"Panola County, TX"	"48365"	17130.72	168742
	"Parker County, TX"	"48367"	17674.00	192848
	"Parmer County, TX"	"48369"	18980.51	192848
	"Pecos County, TX"	"48371"	19402.90	903975
	"Polk County, TX"	"48373"	17389.67	204901
	"Potter County, TX"	"48375"	18415.99	192848
	"Presidio County, TX"	"48377"	20318.65	747286
	"Rains County, TX"	"48379"	17173.04	60265
	"Randall County, TX"	"48381"	18507.56	144636
	"Reagan County, TX"	"48383"	19062.04	192848
	"Real County, TX"	"48385"	17957.44	120530
	"Red River County, TX"	"48387"	16827.73	192848
	"Reeves County, TX"	"48389"	19506.36	494173
	"Refugio County, TX"	"48391"	18447.03	144636
	"Roberts County, TX"	"48393"	17989.91	180795
	"Robertson County, TX"	"48395"	17480.73	144636
	"Rockwall County, TX"	"48397"	17321.84	24106
	"Runnels County, TX"	"48399"	18569.81	192848
	"Rusk County, TX"	"48401"	17141.00	168742
	"Sabine County, TX"	"48403"	17465.03	120530
	"San Augustine County, TX"	"48405"	17403.75	120530
	"San Jacinto County, TX"	"48407"	17443.27	132583
	"San Patricio County, TX"	"48409"	18605.02	120530
	"San Saba County, TX"	"48411"	18198.43	265166
	"Schleicher County, TX"	"48413"	18795.46	253113
	"Scurry County, TX"	"48415"	18860.03	192848
	"Shackelford County, TX"	"48417"	18352.03	192848
	"Shelby County, TX"	"48419"	17318.94	156689
	"Sherman County, TX"	"48421"	18321.82	192848
	"Smith County, TX"	"48423"	17215.47	180795
	"Somervell County, TX"	"48425"	17748.43	36159
	"Starr County, TX"	"48427"	19174.97	192848
	"Stephens County, TX"	"48429"	18165.18	192848
	"Sterling County, TX"	"48431"	19059.55	144636
	"Stonewall County, TX"	"48433"	18613.33	144636
	"Sutton County, TX"	"48435"	18740.44	337484
	"Swisher County, TX"	"48437"	18692.53	192848
	"Tarrant County, TX"	"48439"	17452.33	192848
	"Taylor County, TX"	"48441"	18440.23	144636
	"Terrell County, TX"	"48443"	19370.04	458014
	"Terry County, TX"	"48445"	19211.66	144636
	"Throckmorton County, TX"	"48447"	18285.38	144636
	"Titus County, TX"	"48449"	16966.02	48212
	"Tom Green County, TX"	"48451"	18819.06	349537
	"Travis County, TX"	"48453"	17665.44	229007
	"Trinity County, TX"	"48455"	17444.83	132583
	"Tyler County, TX"	"48457"	17332.68	168742
	"Upshur County, TX"	"48459"	17138.45	96424
	"Upton County, TX"	"48461"	19175.61	192848
	"Uvalde County, TX"	"48463"	17993.30	289272
	"Val Verde County, TX"	"48465"	18804.78	530332
	"Van Zandt County, TX"	"48467"	17258.98	180795
	"Victoria County, TX"	"48469"	17860.99	180795
	"Walker County, TX"	"48471"	17456.20	144636
	"Waller County, TX"	"48473"	17461.01	108477
	"Ward County, TX"	"48475"	19672.55	144636
	"Washington County, TX"	"48477"	17551.01	132583
	"Webb County, TX"	"48479"	18932.36	662915
	"Wharton County, TX"	"48481"	17572.60	216954
	"Wheeler County, TX"	"48483"	17946.58	192848
	"Wichita County, TX"	"48485"	17944.47	108477
	"Wilbarger County, TX"	"48487"	18061.75	168742
	"Willacy County, TX"	"48489"	18763.04	96424
	"Williamson County, TX"	"48491"	17736.40	192848
	"Wilson County, TX"	"48493"	18006.82	144636
	"Winkler County, TX"	"48495"	19590.25	204901
	"Wise County, TX"	"48497"	17617.36	144636
	"Wood County, TX"	"48499"	17142.45	156689
	"Yoakum County, TX"	"48501"	19355.82	108477
	"Young County, TX"	"48503"	18073.78	180795
	"Zapata County, TX"	"48505"	19209.25	180795
	"Zavala County, TX"	"48507"	18428.53	289272
	"Beaver County, UT"	"49001"	17867.22	602650
	"Box Elder County, UT"	"49003"	16388.37	1422254
	"Cache County, UT"	"49005"	17490.22	265166
	"Carbon County, UT"	"49007"	17440.80	229007
	"Daggett County, UT"	"49009"	17422.64	180795
	"Davis County, UT"	"49011"	17109.38	132583
	"Duchesne County, UT"	"49013"	17326.70	711127
	"Emery County, UT"	"49015"	17631.73	916028
	"Garfield County, UT"	"49017"	18202.26	1072717
	"Grand County, UT"	"49019"	17607.05	831657
	"Iron County, UT"	"49021"	18227.73	638809
	"Juab County, UT"	"49023"	17275.42	735233
	"Kane County, UT"	"49025"	18505.49	747286
	"Millard County, UT"	"49027"	17363.64	1253512
	"Morgan County, UT"	"49029"	17656.64	132583
	"Piute County, UT"	"49031"	17508.29	156689
	"Rich County, UT"	"49033"	17321.37	253113
	"Salt Lake County, UT"	"49035"	17180.06	168742
	"San Juan County, UT"	"49037"	18210.82	1675367
	"Sanpete County, UT"	"49039"	17229.30	349537
	"Sevier County, UT"	"49041"	17239.57	397749
	"Summit County, UT"	"49043"	17331.06	385696
	"Tooele County, UT"	"49045"	16627.05	1542784
	"Uintah County, UT"	"49047"	17267.09	976293
	"Utah County, UT"	"49049"	17287.06	482120
	"Wasatch County, UT"	"49051"	17553.82	301325
	"Washington County, UT"	"49053"	18686.79	482120
