Demographic Data Report for United States by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2011-2015 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US (of 3141 counties)
"Santa Rosa County, Florida",12113,66156.000000000,"685"
"Amelia County, Virginia",51007,66157.000000000,"684"
"Jones County, Iowa",19105,66158.000000000,"683"
"Marshall County, Minnesota",27089,66184.000000000,"682"
"Carlton County, Minnesota",27017,66187.000000000,"681"
"Cabarrus County, North Carolina",37025,66188.000000000,"680"
"Ottawa County, Kansas",20143,66215.000000000,"679"
"Henry County, Georgia",13151,66229.000000000,"678"
"Henry County, Illinois",17073,66255.000000000,"677"
"Gwinnett County, Georgia",13135,66259.000000000,"676"
"Collier County, Florida",12021,66264.000000000,"675"
"York County, South Carolina",45091,66273.000000000,"674"
"Wilkin County, Minnesota",27167,66304.000000000,"673"
"Kenton County, Kentucky",21117,66313.000000000,"672"
"Oldham County, Texas",48359,66364.000000000,"671"
"Skamania County, Washington",53059,66374.000000000,"670"
"Codington County, South Dakota",46029,66402.000000000,"669"
"Hemphill County, Texas",48211,66406.000000000,"668"
"Bartholomew County, Indiana",18005,66425.000000000,"667"
"Bastrop County, Texas",48021,66426.000000000,"666"
"Livingston County, Illinois",17105,66464.000000000,"665"
"Dubois County, Indiana",18037,66479.000000000,"664"
"Fillmore County, Minnesota",27045,66508.000000000,"663"
"Garden County, Nebraska",31069,66509.000000000,"662"
"Grand Traverse County, Michigan",26055,66519.000000000,"661"
"Atlantic County, New Jersey",34001,66523.000000000,"660"
"Fallon County, Montana",30025,66528.000000000,"659"
"Hamilton County, Ohio",39061,66531.000000000,"658"
"Dickey County, North Dakota",38021,66563.000000000,"657"
"Sheboygan County, Wisconsin",55117,66599.000000000,"656"
"Berkshire County, Massachusetts",25003,66604.000000000,"655"
"Adams County, Colorado",08001,66619.000000000,"654"
"Lexington County, South Carolina",45063,66634.000000000,"653"
"Hood County, Texas",48221,66646.000000000,"652"
"Medina County, Texas",48325,66652.000000000,"650"
"Poweshiek County, Iowa",19157,66652.000000000,"650"
"Lyon County, Iowa",19119,66685.000000000,"649"
"Beaufort County, South Carolina",45013,66688.000000000,"648"
"Jasper County, Illinois",17079,66706.000000000,"647"
"Portage County, Wisconsin",55097,66709.000000000,"646"
"Washington County, Illinois",17189,66715.000000000,"645"
"O'Brien County, Iowa",19141,66729.000000000,"644"
"Brown County, Minnesota",27015,66734.000000000,"643"
"New Hanover County, North Carolina",37129,66764.000000000,"642"
"Dodge County, Wisconsin",55027,66765.000000000,"641"
"Monroe County, Pennsylvania",42089,66783.000000000,"640"
"San Juan County, Washington",53055,66786.000000000,"639"
"Lee County, Georgia",13177,66834.000000000,"638"
"Boone County, Illinois",17007,66852.000000000,"637"
"DeSoto County, Mississippi",28033,66854.000000000,"636"
"Sibley County, Minnesota",27143,66870.000000000,"635"
"Hardin County, Iowa",19083,66875.000000000,"634"
"Clay County, Florida",12019,66919.000000000,"633"
"Winneshiek County, Iowa",19191,66933.000000000,"632"
"Westmoreland County, Pennsylvania",42129,66945.000000000,"631"
"Pope County, Minnesota",27121,66962.000000000,"630"
"Adams County, Nebraska",31001,66994.000000000,"629"
"West Baton Rouge Parish, Louisiana",22121,67004.000000000,"628"
"Bossier Parish, Louisiana",22015,67021.000000000,"627"
"Hinsdale County, Colorado",08053,67031.000000000,"626"
"Caribou County, Idaho",16029,67054.000000000,"625"
"Ramsey County, North Dakota",38071,67083.000000000,"624"
"Eaton County, Michigan",26045,67088.000000000,"623"
"Murray County, Minnesota",27101,67090.000000000,"622"
"Moffat County, Colorado",08081,67107.000000000,"621"
"Madison County, New York",36053,67122.000000000,"619"
"Park County, Wyoming",56029,67122.000000000,"619"
"Midland County, Michigan",26111,67138.000000000,"618"
"Schleicher County, Texas",48413,67148.000000000,"617"
"Sagadahoc County, Maine",23023,67173.000000000,"616"
"Alpine County, California",06003,67188.000000000,"615"
"Washington County, Maryland",24043,67201.000000000,"614"
"Auglaize County, Ohio",39011,67207.000000000,"613"
"Sandoval County, New Mexico",35043,67224.000000000,"612"
"Cedar County, Nebraska",31027,67250.000000000,"611"
"Kittson County, Minnesota",27069,67269.000000000,"610"
"Cook County, Illinois",17031,67324.000000000,"609"
"Pickaway County, Ohio",39129,67326.000000000,"608"
"Gillespie County, Texas",48171,67335.000000000,"607"
"Ellis County, Oklahoma",40045,67337.000000000,"606"
"Putnam County, West Virginia",54079,67353.000000000,"605"
"Albany County, Wyoming",56001,67355.000000000,"604"
"King William County, Virginia",51101,67395.000000000,"603"
"Shelby County, Ohio",39149,67398.000000000,"602"
"Sumner County, Tennessee",47165,67414.000000000,"601"
"Inyo County, California",06027,67420.000000000,"599"
"Platte County, Nebraska",31141,67420.000000000,"599"
"Carroll County, Iowa",19027,67436.000000000,"598"
"Logan County, North Dakota",38047,67452.000000000,"597"
"Madison County, Ohio",39097,67467.000000000,"595"
"Yellowstone County, Montana",30111,67467.000000000,"595"
"Fond du Lac County, Wisconsin",55039,67472.000000000,"594"
"Winnebago County, Wisconsin",55139,67477.000000000,"593"
"Utah County, Utah",49049,67496.000000000,"592"
"Rutherford County, Tennessee",47149,67516.000000000,"591"
"Stanley County, South Dakota",46117,67518.000000000,"590"
"Meeker County, Minnesota",27093,67520.000000000,"589"
"Brown County, Indiana",18013,67527.000000000,"588"
"Livingston County, New York",36051,67532.000000000,"587"
"Montour County, Pennsylvania",42093,67549.000000000,"586"
"Logan County, Oklahoma",40083,67562.000000000,"585"
"McHenry County, North Dakota",38049,67574.000000000,"584"
"Duchesne County, Utah",49013,67598.000000000,"583"
"Erie County, New York",36029,67607.000000000,"582"
"Paulding County, Georgia",13223,67622.000000000,"581"
"Caroline County, Virginia",51033,67646.000000000,"580"
"Louisa County, Virginia",51109,67647.000000000,"579"
"Nemaha County, Kansas",20131,67649.000000000,"577"
"Scurry County, Texas",48415,67649.000000000,"577"
"Mercer County, Ohio",39107,67659.000000000,"576"
"Craig County, Virginia",51045,67679.000000000,"575"
"Portage County, Ohio",39133,67681.000000000,"574"
"Berks County, Pennsylvania",42011,67696.000000000,"573"
"Jackson County, Texas",48239,67729.000000000,"572"
"De Witt County, Illinois",17039,67748.000000000,"571"
"Dauphin County, Pennsylvania",42043,67756.000000000,"569"
"Rosebud County, Montana",30087,67756.000000000,"569"
"Adams County, North Dakota",38001,67772.000000000,"568"
"Rogers County, Oklahoma",40131,67773.000000000,"567"
"Macomb County, Michigan",26099,67785.000000000,"566"
"Kenosha County, Wisconsin",55059,67795.000000000,"565"
"Monroe County, Michigan",26115,67811.000000000,"564"
"Hamilton County, Nebraska",31081,67813.000000000,"562"
"Thomas County, Nebraska",31171,67813.000000000,"562"
"Rankin County, Mississippi",28121,67837.000000000,"561"
"Madison County, Illinois",17119,67860.000000000,"560"
"Livingston Parish, Louisiana",22063,67870.000000000,"559"
"Garfield County, Colorado",08045,67871.000000000,"558"
"Durham County, North Carolina",37063,67880.000000000,"557"
"Sullivan County, New Hampshire",33019,67911.000000000,"556"
"Douglas County, Nevada",32005,67919.000000000,"555"
"Douglas County, Minnesota",27041,67922.000000000,"554"
"Brown County, Illinois",17009,67944.000000000,"553"
"Pembina County, North Dakota",38067,67962.000000000,"552"
"McLeod County, Minnesota",27085,67991.000000000,"551"
"Crook County, Wyoming",56011,68012.000000000,"550"
"Dubuque County, Iowa",19061,68157.000000000,"549"
"Coffey County, Kansas",20031,68160.000000000,"548"
"White Pine County, Nevada",32033,68182.000000000,"547"
"Storey County, Nevada",32029,68203.000000000,"546"
"Cedar County, Iowa",19031,68212.000000000,"545"
"Leelanau County, Michigan",26089,68290.000000000,"544"
"Fayette County, Kentucky",21067,68302.000000000,"543"
"Ransom County, North Dakota",38073,68368.000000000,"542"
"Whatcom County, Washington",53073,68376.000000000,"541"
"Warren County, New York",36113,68409.000000000,"540"
"Wabasha County, Minnesota",27157,68412.000000000,"539"
"Brown County, Wisconsin",55009,68425.000000000,"538"
"Thomas County, Kansas",20193,68432.000000000,"537"
"Eau Claire County, Wisconsin",55035,68478.000000000,"536"
"Ogle County, Illinois",17141,68485.000000000,"535"
"Worcester County, Maryland",24047,68558.000000000,"534"
"Chatham County, North Carolina",37037,68564.000000000,"533"
"Kaufman County, Texas",48257,68572.000000000,"532"
"Lehigh County, Pennsylvania",42077,68605.000000000,"531"
"Essex County, New Jersey",34013,68611.000000000,"530"
"Calaveras County, California",06009,68632.000000000,"529"
"Tioga County, New York",36107,68659.000000000,"528"
"Woodward County, Oklahoma",40153,68673.000000000,"527"
"Blanco County, Texas",48031,68683.000000000,"526"
"Austin County, Texas",48015,68684.000000000,"525"
"Brown County, South Dakota",46013,68685.000000000,"523"
"Jasper County, Iowa",19099,68685.000000000,"523"
"Multnomah County, Oregon",41051,68707.000000000,"522"
"Seminole County, Florida",12117,68725.000000000,"521"
"Racine County, Wisconsin",55101,68728.000000000,"520"
"Haines Borough, Alaska",02100,68750.000000000,"519"
"Jefferson County, Kansas",20087,68832.000000000,"518"
"Stillwater County, Montana",30095,68833.000000000,"517"
"Martin County, Florida",12085,68847.000000000,"516"
"Bedford City and County, Virginia",51917,68850.000000000,"515"
"McCook County, South Dakota",46087,68871.000000000,"514"
"Green County, Wisconsin",55045,68878.000000000,"513"
"Steele County, North Dakota",38091,68917.000000000,"512"
"Lancaster County, Pennsylvania",42071,68937.000000000,"511"
"Monongalia County, West Virginia",54061,68981.000000000,"510"
"Montgomery County, Virginia",51121,69086.000000000,"509"
"Sheridan County, Montana",30091,69122.000000000,"508"
"Crane County, Texas",48103,69153.000000000,"507"
"Bryan County, Georgia",13029,69177.000000000,"506"
"McClain County, Oklahoma",40087,69182.000000000,"505"
"Nevada County, California",06057,69203.000000000,"504"
"Hartley County, Texas",48205,69226.000000000,"503"
"Park County, Colorado",08093,69234.000000000,"502"
"Boone County, Iowa",19015,69260.000000000,"501"
"Tooele County, Utah",49045,69299.000000000,"500"
"Minnehaha County, South Dakota",46099,69310.000000000,"499"
"McPherson County, Kansas",20113,69352.000000000,"498"
"La Crosse County, Wisconsin",55063,69353.000000000,"497"
"Monroe County, New York",36055,69363.000000000,"496"
"Licking County, Ohio",39089,69470.000000000,"495"
"Reagan County, Texas",48383,69492.000000000,"494"
"Winona County, Minnesota",27169,69507.000000000,"493"
"Marion County, Iowa",19125,69510.000000000,"492"
"Deuel County, South Dakota",46039,69554.000000000,"491"
"Golden Valley County, North Dakota",38033,69643.000000000,"490"
"Lafayette Parish, Louisiana",22055,69671.000000000,"489"
"Charleston County, South Carolina",45019,69774.000000000,"488"
"Denver County, Colorado",08031,69783.000000000,"487"
"Ada County, Idaho",16001,69792.000000000,"485"
"Buchanan County, Iowa",19019,69792.000000000,"485"
"Amador County, California",06005,69812.000000000,"484"
"Iowa County, Wisconsin",55049,69813.000000000,"483"
"St. Charles Parish, Louisiana",22089,69833.000000000,"482"
"York County, Pennsylvania",42133,69846.000000000,"481"
"Pike County, Pennsylvania",42103,69860.000000000,"480"
"Walworth County, Wisconsin",55127,69889.000000000,"479"
"Tarrant County, Texas",48439,69896.000000000,"478"
"Floyd County, Indiana",18043,69923.000000000,"477"
"Wilson County, Tennessee",47189,69926.000000000,"476"
"Grundy County, Iowa",19075,69940.000000000,"475"
"Washington County, Iowa",19183,70000.000000000,"474"
"Lancaster County, Nebraska",31109,70015.000000000,"473"
"Jefferson County, Wisconsin",55055,70017.000000000,"472"
"Andrew County, Missouri",29003,70039.000000000,"471"
"Kewaunee County, Wisconsin",55061,70048.000000000,"470"
"Franklin County, Massachusetts",25011,70054.000000000,"469"
"Waseca County, Minnesota",27161,70071.000000000,"468"
"Charlottesville City, Virginia",51540,70079.000000000,"467"
"Grand Forks County, North Dakota",38035,70132.000000000,"466"
"Leon County, Florida",12073,70136.000000000,"465"
"Pottawatomie County, Kansas",20149,70169.000000000,"464"
"Cleveland County, Oklahoma",40027,70191.000000000,"463"
"DeKalb County, Illinois",17037,70256.000000000,"462"
"Griggs County, North Dakota",38039,70288.000000000,"461"
"Hanson County, South Dakota",46061,70333.000000000,"460"
"Adams County, Pennsylvania",42001,70344.000000000,"459"
"Ottawa County, Michigan",26139,70378.000000000,"458"
"Dearborn County, Indiana",18029,70401.000000000,"457"
"Stearns County, Minnesota",27145,70409.000000000,"456"
"Delaware County, Iowa",19055,70412.000000000,"455"
"Campbell County, Kentucky",21037,70416.000000000,"454"
"Monroe County, Florida",12087,70453.000000000,"453"
"Weld County, Colorado",08123,70457.000000000,"452"
"Champaign County, Illinois",17019,70498.000000000,"451"
"Camden County, North Carolina",37029,70532.000000000,"450"
"McLean County, North Dakota",38055,70580.000000000,"449"
"Passaic County, New Jersey",34031,70591.000000000,"448"
"Benton County, Washington",53005,70592.000000000,"447"
"Foster County, North Dakota",38031,70625.000000000,"446"
"Carbon County, Wyoming",56007,70641.000000000,"445"
"Effingham County, Georgia",13103,70658.000000000,"444"
"Windsor County, Vermont",50027,70666.000000000,"443"
"Lewis and Clark County, Montana",30049,70708.000000000,"442"
"Botetourt County, Virginia",51023,70741.000000000,"441"
"Kent County, Maryland",24029,70760.000000000,"440"
"Mecklenburg County, North Carolina",37119,70774.000000000,"439"
"Clark County, Washington",53011,70859.000000000,"438"
"Sioux County, Iowa",19167,70971.000000000,"437"
"Sheridan County, Wyoming",56033,71020.000000000,"436"
"Isanti County, Minnesota",27059,71114.000000000,"435"
"Wood County, Ohio",39173,71122.000000000,"434"
"Slope County, North Dakota",38087,71146.000000000,"433"
"Lyon County, Minnesota",27083,71173.000000000,"432"
"El Paso County, Colorado",08041,71174.000000000,"431"
"Franklin County, Vermont",50011,71289.000000000,"430"
"Douglas County, Nebraska",31055,71291.000000000,"429"
"Pierce County, Washington",53053,71304.000000000,"428"
"Dickinson County, Iowa",19059,71327.000000000,"427"
"Butler County, Ohio",39017,71328.000000000,"426"
"Shelby County, Kentucky",21211,71349.000000000,"425"
"Cheshire County, New Hampshire",33005,71354.000000000,"424"
"Buffalo County, Nebraska",31019,71377.000000000,"423"
"Cheyenne County, Nebraska",31033,71406.000000000,"420"
"Natrona County, Wyoming",56025,71406.000000000,"420"
"Stevens County, Minnesota",27149,71406.000000000,"420"
"Archer County, Texas",48009,71455.000000000,"419"
"Ontario County, New York",36069,71483.000000000,"418"
"Blue Earth County, Minnesota",27013,71533.000000000,"417"
"Onondaga County, New York",36067,71545.000000000,"416"
"York County, Maine",23031,71560.000000000,"415"
"Grafton County, New Hampshire",33009,71587.000000000,"414"
"Prince George County, Virginia",51149,71620.000000000,"413"
"Ellis County, Texas",48139,71647.000000000,"412"
"Iowa County, Iowa",19095,71674.000000000,"411"
"Island County, Washington",53029,71690.000000000,"410"
"Cass County, Missouri",29037,71696.000000000,"409"
"Polk County, Nebraska",31143,71745.000000000,"408"
"Putnam County, Ohio",39137,71752.000000000,"407"
"Barnes County, North Dakota",38003,71818.000000000,"406"
"Greene County, Virginia",51079,71851.000000000,"405"
"Madison County, Iowa",19121,71899.000000000,"404"
"Addison County, Vermont",50001,71925.000000000,"403"
"Towner County, North Dakota",38095,71985.000000000,"402"
"Tazewell County, Illinois",17179,72000.000000000,"401"
"Plymouth County, Iowa",19149,72047.000000000,"400"
"Salt Lake County, Utah",49035,72049.000000000,"399"
"Grand County, Colorado",08049,72057.000000000,"398"
"Columbia County, Wisconsin",55021,72059.000000000,"397"
"Belknap County, New Hampshire",33001,72089.000000000,"396"
"Polk County, Minnesota",27119,72114.000000000,"395"
"Coweta County, Georgia",13077,72129.000000000,"394"
"Washington County, Pennsylvania",42125,72149.000000000,"393"
"Orange County, Virginia",51137,72153.000000000,"392"
"Columbia County, New York",36021,72171.000000000,"391"
"Posey County, Indiana",18129,72180.000000000,"390"
"Scott County, Iowa",19163,72195.000000000,"389"
"Hodgeman County, Kansas",20083,72250.000000000,"388"
"Spencer County, Kentucky",21215,72351.000000000,"387"
"Windham County, Connecticut",09015,72358.000000000,"386"
"Lake County, South Dakota",46079,72370.000000000,"385"
"Nicollet County, Minnesota",27103,72372.000000000,"384"
"Guadalupe County, Texas",48187,72384.000000000,"383"
"Bottineau County, North Dakota",38009,72413.000000000,"382"
"Fairfield County, Ohio",39045,72434.000000000,"381"
"Lake County, Ohio",39085,72462.000000000,"380"
"Cameron Parish, Louisiana",22023,72500.000000000,"379"
"Hyde County, South Dakota",46069,72563.000000000,"378"
"Stutsman County, North Dakota",38093,72576.000000000,"377"
"Le Sueur County, Minnesota",27079,72581.000000000,"376"
"Wayne County, Nebraska",31179,72595.000000000,"375"
"Irion County, Texas",48235,72650.000000000,"374"
"Boone County, Missouri",29019,72667.000000000,"373"
"Gallatin County, Montana",30031,72672.000000000,"372"
"Currituck County, North Carolina",37053,72680.000000000,"371"
"Outagamie County, Wisconsin",55087,72685.000000000,"370"
"Warren County, Virginia",51187,72738.000000000,"369"
"Douglas County, Kansas",20045,72755.000000000,"368"
"Allegheny County, Pennsylvania",42003,72765.000000000,"367"
"Butler County, Kansas",20015,72774.000000000,"366"
"Canadian County, Oklahoma",40017,72790.000000000,"365"
"Sierra County, California",06091,72893.000000000,"364"
"Rice County, Minnesota",27131,72900.000000000,"363"
"Richland County, Montana",30083,72927.000000000,"362"
"Sargent County, North Dakota",38081,72930.000000000,"361"
"Faulk County, South Dakota",46049,72974.000000000,"360"
"Humboldt County, Nevada",32013,73002.000000000,"359"
"San Miguel County, Colorado",08113,73032.000000000,"358"
"Nemaha County, Nebraska",31127,73060.000000000,"357"
"Sangamon County, Illinois",17167,73074.000000000,"356"
"Clermont County, Ohio",39025,73093.000000000,"355"
"Saunders County, Nebraska",31155,73107.000000000,"354"
"Steele County, Minnesota",27147,73135.000000000,"353"
"Jefferson County, Montana",30043,73146.000000000,"352"
"Scott County, Kentucky",21209,73192.000000000,"351"
"Blaine County, Idaho",16013,73206.000000000,"350"
"Seward County, Nebraska",31159,73216.000000000,"349"
"Warrick County, Indiana",18173,73280.000000000,"348"
"Johnson County, Indiana",18081,73326.000000000,"347"
"Edmunds County, South Dakota",46045,73385.000000000,"346"
"Talbot County, Maryland",24041,73410.000000000,"345"
"Mono County, California",06051,73556.000000000,"344"
"Northampton County, Pennsylvania",42095,73571.000000000,"343"
"Richland County, North Dakota",38077,73574.000000000,"342"
"Uintah County, Utah",49047,73582.000000000,"341"
"Grand Isle County, Vermont",50013,73598.000000000,"339"
"Ramsey County, Minnesota",27123,73598.000000000,"339"
"Southeast Fairbanks Census Area, Alaska",02240,73611.000000000,"338"
"Fluvanna County, Virginia",51065,73667.000000000,"337"
"Clay County, Minnesota",27027,73706.000000000,"336"
"Goodhue County, Minnesota",27049,73722.000000000,"335"
"Daggett County, Utah",49009,73750.000000000,"334"
"Washington County, Vermont",50023,73765.000000000,"333"
"Bristol County, Massachusetts",25005,73775.000000000,"332"
"St. Tammany Parish, Louisiana",22103,73790.000000000,"331"
"Putnam County, Illinois",17155,73807.000000000,"330"
"Converse County, Wyoming",56009,73944.000000000,"329"
"Centre County, Pennsylvania",42027,74118.000000000,"328"
"Polk County, Iowa",19153,74335.000000000,"327"
"Kalawao County, Hawaii",15005,74375.000000000,"326"
"Woods County, Oklahoma",40151,74399.000000000,"325"
"Thurston County, Washington",53067,74420.000000000,"324"
"Cape May County, New Jersey",34009,74509.000000000,"323"
"La Plata County, Colorado",08067,74518.000000000,"322"
"Tompkins County, New York",36109,74524.000000000,"321"
"Lincoln County, Wyoming",56023,74528.000000000,"320"
"Ulster County, New York",36111,74546.000000000,"319"
"Roanoke County, Virginia",51161,74547.000000000,"318"
"Yolo County, California",06113,74561.000000000,"317"
"Union County, North Carolina",37179,74578.000000000,"316"
"Rappahannock County, Virginia",51157,74600.000000000,"315"
"King County, Texas",48269,74688.000000000,"314"
"Miami County, Kansas",20121,74751.000000000,"313"
"Rio Blanco County, Colorado",08103,74762.000000000,"312"
"Santa Barbara County, California",06083,74824.000000000,"311"
"Ward County, North Dakota",38101,74826.000000000,"310"
"Williamsburg City, Virginia",51830,74858.000000000,"309"
"Wallace County, Kansas",20199,74938.000000000,"308"
"Clinton County, Michigan",26037,75033.000000000,"307"
"Clay County, Missouri",29047,75104.000000000,"306"
"Gloucester County, Virginia",51073,75121.000000000,"305"
"San Diego County, California",06073,75179.000000000,"304"
"Ouray County, Colorado",08091,75250.000000000,"303"
"Cass County, North Dakota",38017,75531.000000000,"302"
"Madison County, Alabama",01089,75551.000000000,"301"
"Oliver County, North Dakota",38065,75579.000000000,"300"
"Kitsap County, Washington",53035,75652.000000000,"299"
"Lipscomb County, Texas",48295,75667.000000000,"298"
"San Benito County, California",06069,75690.000000000,"297"
"Gilpin County, Colorado",08047,75694.000000000,"296"
"Armstrong County, Texas",48011,75714.000000000,"295"
"Suffolk City, Virginia",51800,75719.000000000,"294"
"Laramie County, Wyoming",56021,75732.000000000,"293"
"Carson County, Texas",48065,75735.000000000,"292"
"Benton County, Iowa",19011,75776.000000000,"291"
"Randall County, Texas",48381,75972.000000000,"290"
"Wasatch County, Utah",49051,76021.000000000,"289"
"Roberts County, Texas",48393,76029.000000000,"288"
"Woodford County, Kentucky",21239,76054.000000000,"287"
"Calumet County, Wisconsin",55015,76115.000000000,"286"
"Maui County, Hawaii",15009,76195.000000000,"285"
"Divide County, North Dakota",38023,76250.000000000,"284"
"Strafford County, New Hampshire",33017,76368.000000000,"283"
"Schenectady County, New York",36093,76417.000000000,"282"
"Arapahoe County, Colorado",08005,76437.000000000,"281"
"Traill County, North Dakota",38097,76444.000000000,"280"
"Porter County, Indiana",18127,76486.000000000,"279"
"Piatt County, Illinois",17147,76509.000000000,"278"
"West Feliciana Parish, Louisiana",22125,76538.000000000,"277"
"Teller County, Colorado",08119,76540.000000000,"276"
"Salem County, New Jersey",34033,76572.000000000,"275"
"Leavenworth County, Kansas",20103,76579.000000000,"274"
"Warren County, Iowa",19181,76605.000000000,"273"
"Kauai County, Hawaii",15007,76707.000000000,"272"
"Rensselaer County, New York",36083,76726.000000000,"271"
"San Luis Obispo County, California",06079,76771.000000000,"270"
"Hays County, Texas",48209,76838.000000000,"269"
"Larimer County, Colorado",08069,76886.000000000,"268"
"Ocean County, New Jersey",34029,76934.000000000,"267"
"Benton County, Oregon",41003,76967.000000000,"266"
"Linn County, Iowa",19113,77036.000000000,"265"
"Solano County, California",06095,77061.000000000,"264"
"Woodford County, Illinois",17203,77186.000000000,"263"
"St. Louis County, Missouri",29189,77399.000000000,"262"
"Martin County, Texas",48317,77411.000000000,"261"
"Fulton County, Georgia",13121,77460.000000000,"260"
"Story County, Iowa",19169,77539.000000000,"259"
"Sonoma County, California",06097,77587.000000000,"258"
"Menard County, Illinois",17129,77588.000000000,"257"
"Virginia Beach City, Virginia",51810,77614.000000000,"256"
"Travis County, Texas",48453,77688.000000000,"255"
"Galveston County, Texas",48167,77702.000000000,"254"
"Henrico County, Virginia",51087,77722.000000000,"253"
"Cass County, Nebraska",31025,77731.000000000,"252"
"Cumberland County, Pennsylvania",42041,77749.000000000,"251"
"Sully County, South Dakota",46119,77826.000000000,"250"
"Mountrail County, North Dakota",38061,77833.000000000,"249"
"Butler County, Pennsylvania",42019,77864.000000000,"248"
"Pierce County, Wisconsin",55093,77871.000000000,"247"
"Hancock County, Indiana",18059,77887.000000000,"246"
"Wilson County, Texas",48493,77921.000000000,"245"
"Culpeper County, Virginia",51047,78018.000000000,"244"
"Cumberland County, Maine",23005,78038.000000000,"243"
"Camden County, New Jersey",34007,78164.000000000,"242"
"Manassas Park City, Virginia",51685,78177.000000000,"241"
"Borden County, Texas",48033,78214.000000000,"240"
"Manassas City, Virginia",51683,78304.000000000,"239"
"Comal County, Texas",48091,78308.000000000,"238"
"Loving County, Texas",48301,78333.000000000,"237"
"Madison County, Mississippi",28089,78349.000000000,"236"
"Davis County, Utah",49011,78367.000000000,"235"
"Lander County, Nevada",32015,78456.000000000,"234"
"Yakutat City and Borough, Alaska",02282,78500.000000000,"233"
"Bremer County, Iowa",19017,78551.000000000,"232"
"Mills County, Iowa",19129,78556.000000000,"231"
"Greene County, Ohio",39057,78588.000000000,"230"
"Dodge County, Minnesota",27039,78642.000000000,"229"
"Boone County, Kentucky",21015,78649.000000000,"228"
"Kenai Peninsula Borough, Alaska",02122,78668.000000000,"227"
"Frederick County, Virginia",51069,78706.000000000,"226"
"Cobb County, Georgia",13067,78831.000000000,"225"
"Morton County, North Dakota",38059,78837.000000000,"224"
"Washington County, Oregon",41067,78866.000000000,"223"
"Isle of Wight County, Virginia",51093,78876.000000000,"222"
"North Slope Borough, Alaska",02185,78906.000000000,"221"
"Chesapeake City, Virginia",51550,78923.000000000,"220"
"Clinton County, Illinois",17027,78929.000000000,"219"
"Columbia County, Georgia",13073,78999.000000000,"218"
"Elko County, Nevada",32007,79040.000000000,"217"
"Clackamas County, Oregon",41005,79079.000000000,"216"
"Medina County, Ohio",39103,79147.000000000,"215"
"Union County, Ohio",39159,79191.000000000,"214"
"Ascension Parish, Louisiana",22005,79246.000000000,"213"
"Mathews County, Virginia",51115,79702.000000000,"212"
"Jefferson County, West Virginia",54037,79830.000000000,"211"
"Weston County, Wyoming",56045,80000.000000000,"210"
"Cherokee County, Georgia",13057,80067.000000000,"209"
"Kodiak Island Borough, Alaska",02150,80104.000000000,"208"
"Cecil County, Maryland",24015,80146.000000000,"207"
"Grundy County, Illinois",17063,80183.000000000,"206"
"Chisago County, Minnesota",27025,80376.000000000,"205"
"Sweetwater County, Wyoming",56037,80723.000000000,"204"
"New Haven County, Connecticut",09009,80739.000000000,"203"
"Barnstable County, Massachusetts",25001,80751.000000000,"202"
"Napa County, California",06055,80921.000000000,"201"
"Boone County, Indiana",18011,81000.000000000,"200"
"Parker County, Texas",48367,81039.000000000,"199"
"Montgomery County, Texas",48339,81166.000000000,"198"
"New Castle County, Delaware",10003,81298.000000000,"197"
"Union County, South Dakota",46127,81520.000000000,"196"
"Sarpy County, Nebraska",31153,81643.000000000,"195"
"Kane County, Illinois",17089,81718.000000000,"194"
"Brazoria County, Texas",48039,81727.000000000,"193"
"Cavalier County, North Dakota",38019,81780.000000000,"192"
"Andrews County, Texas",48003,81889.000000000,"191"
"Santa Cruz County, California",06087,81912.000000000,"190"
"Merrimack County, New Hampshire",33013,81950.000000000,"189"
"Harris County, Georgia",13145,82172.000000000,"188"
"Renville County, North Dakota",38075,82206.000000000,"187"
"Routt County, Colorado",08107,82264.000000000,"186"
"Fairbanks North Star, Alaska",02090,82310.000000000,"185"
"Baltimore County, Maryland",24005,82329.000000000,"184"
"New London County, Connecticut",09011,82349.000000000,"183"
"Midland County, Texas",48329,82446.000000000,"182"
"Eagle County, Colorado",08037,82465.000000000,"181"
"Hendricks County, Indiana",18063,82554.000000000,"180"
"Worcester County, Massachusetts",25027,82733.000000000,"179"
"Snohomish County, Washington",53061,82807.000000000,"178"
"Delaware County, Pennsylvania",42045,82906.000000000,"177"
"Glasscock County, Texas",48173,82917.000000000,"176"
"Ketchikan Gateway Borough, Alaska",02130,82964.000000000,"175"
"Wright County, Minnesota",27171,82991.000000000,"174"
"Monroe County, Illinois",17133,82994.000000000,"173"
"McLean County, Illinois",17113,83034.000000000,"172"
"Albany County, New York",36001,83085.000000000,"171"
"St. Croix County, Wisconsin",55109,83192.000000000,"170"
"Washington County, Nebraska",31177,83216.000000000,"169"
"Washington County, Wisconsin",55131,83226.000000000,"168"
"Johnson County, Iowa",19103,83245.000000000,"167"
"Sherburne County, Minnesota",27141,83267.000000000,"166"
"Union County, New Jersey",34039,83430.000000000,"165"
"Oconee County, Georgia",13219,83510.000000000,"164"
"Hampshire County, Massachusetts",25015,83530.000000000,"163"
"Burke County, North Dakota",38013,83594.000000000,"162"
"Anoka County, Minnesota",27003,83676.000000000,"161"
